proteinA_entrezid,proteinB_entrezid,databases
351,1020,HIPPIE
351,79733,innatedb
84062,283208,instruct|hiunion|APID|biogrid|HINT-binary|intact
351,26017,innatedb|HIPPIE|HINT-complex
50,351,innatedb
5027,55655,innatedb
351,5717,innatedb
367,2898,signalink
3479,7018,inweb
10611,22863,bioplex
351,64763,innatedb|HIPPIE|HINT-complex
207,7267,PhosphoSP|inweb|KinomeNetX
9482,84062,bioplex|HIPPIE
351,11047,innatedb
2556,55244,bioplex
351,153769,innatedb
1186,55690,inweb
2596,375519,bioplex
2904,11336,pina
2904,23265,pina
6731,23774,qubic
207,23122,instruct|APID|biogrid|HINT-binary|intact|mint
351,9371,innatedb|HIPPIE|HINT-complex
2066,2902,inweb
207,3615,innatedb|APID|biogrid|HIPPIE|litbm17|inweb|pina
3084,79143,bioplex|HIPPIE
351,3045,HINT-complex
6351,6570,hiunion
351,84708,innatedb|HIPPIE|HINT-complex
6616,8775,inweb
1400,4729,instruct|APID|biogrid|HINT-binary|intact
7099,729238,innatedb
7054,7054,interactome3d|intact|instruct|hiunion
351,1495,innatedb|HIPPIE|HINT-complex
351,3845,innatedb
551,5654,bioplex
6811,84062,bioplex|HIPPIE
4729,51079,inweb
2066,5782,mint|APID|intact|biogrid
3576,3579,instruct|innatedb|APID|HIPPIE|HINT-binary|intact|litbm17|inweb|pina|HINT-complex
207,93349,KinomeNetX
4695,4729,HINT-binary|inweb|HIPPIE
815,10014,PhosphoSP|inweb
4110,23774,intact|hiunion
5649,8878,innatedb|inweb
23774,64841,qubic
815,11280,PhosphoSP
9572,10075,inweb
6645,84062,bioplex|HIPPIE
5443,10152,intact|hiunion
351,8930,intact
291,100128525,CoFrac
2335,7054,pina
207,648,PhosphoSP
2596,5579,HIPPIE
207,7069,instruct|APID|biogrid|HINT-binary|intact|mint
406,1387,inweb|HIPPIE
351,51334,innatedb
1488,2571,encode
64145,84062,instruct|APID|biogrid|HIPPIE|intact|pina
351,8883,inweb|HIPPIE
8356,23774,HIPPIE
351,3983,innatedb
695,7099,innatedb|APID|signalink|biogrid|inweb
351,55233,innatedb
351,10801,innatedb
5428,11232,interactome3d|instruct|qubic|APID|HINT-binary|intact|insider|litbm17|inweb|mint|bioplex|HINT-complex
2571,2572,inweb
1407,8863,HIPPIE
1499,2066,signalink
351,9092,innatedb|HIPPIE|HINT-complex
6869,154467,intact|hiunion
288,57731,inweb
3630,3841,signalink
207,8517,instruct|innatedb|APID|HIPPIE|intact|litbm17|inweb|HINT-complex
23774,79577,qubic
1381,7054,intact|hiunion
1457,3576,inweb
288,8301,intact
288,9771,bioplex
7316,10611,inweb
351,171023,innatedb
207,10461,PhosphoSP
207,672,PhosphoSP|signalink|HIPPIE|KinomeNetX|inweb|HINT-complex
6570,84272,hiunion
2066,7157,inweb
207,5174,inweb
815,3326,pina|APID|intact|instruct
207,5606,biogrid
154,207,PhosphoSP|KinomeNetX
2066,10193,inweb|HIPPIE|HINT-complex
351,2557,HIPPIE|HINT-complex
2898,2901,inweb|HIPPIE|HINT-complex
351,1662,HIPPIE|HINT-complex
351,54946,HIPPIE|HINT-complex
3084,8345,intact
478,1901,bioplex
815,2890,PhosphoSP|KinomeNetX
3084,51599,bioplex|HIPPIE
351,127795,innatedb|HIPPIE|HINT-complex
207,6886,PhosphoSP|KinomeNetX
351,170082,innatedb|HIPPIE|HINT-complex
55610,84062,bioplex|HIPPIE
7054,10971,inweb
207,90780,PhosphoSP|inweb
6531,6622,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|pina|HINT-complex
815,1182,PhosphoSP|KinomeNetX
207,558,PhosphoSP
187,4535,bioplex
2066,8898,mint|APID|intact|biogrid
6570,51439,bioplex
207,22794,instruct|APID|biogrid|HINT-binary|intact|mint
4758,6570,hiunion
3093,9572,signalink
2219,7099,APID|intact
2895,2898,inweb
207,9112,KinomeNetX
3479,6659,APID|biogrid|inweb
5443,23352,bioplex
7494,22926,instruct|innatedb|APID|biogrid|HIPPIE|HINT-binary|intact|inweb|pina
7099,29979,innatedb|APID|biogrid|inweb
815,6531,inweb
157,6752,PhosphoSP|KinomeNetX
815,1540,inweb
4149,9572,encode
351,2534,PhosphoSP|KinomeNetX
1463,3897,inweb|HIPPIE
291,3932,PhosphoSP|KinomeNetX
207,56256,pina
351,53944,HIPPIE|HINT-complex
207,3164,PhosphoSP|signalink|HIPPIE|KinomeNetX|inweb
2066,5910,signalink
406,6612,inweb
207,57580,inweb
2335,10611,instruct|APID|intact|litbm17|pina
5045,55690,APID|biogrid|HIPPIE|litbm17|inweb
207,653361,innatedb|PhosphoSP|inweb|KinomeNetX
6570,10791,hiunion
7099,27036,APID|intact
1453,8863,inweb|HIPPIE
207,54434,PhosphoSP
2902,2903,interactome3d|instruct|HINT-binary|inweb|HINT-complex
4609,7226,encode
5428,374291,bioplex
2913,5494,APID|biogrid|litbm17|inweb|pina
7099,59307,HINT-binary|innatedb|inweb
351,192670,HIPPIE|HINT-complex
207,3654,PhosphoSP|innatedb|signalink|KinomeNetX|inweb
351,4035,inweb|HIPPIE|HINT-complex
351,50619,innatedb
207,860,PhosphoSP
207,7013,PhosphoSP|KinomeNetX
351,80071,innatedb
2903,63978,signalink
207,1112,KinomeNetX
351,51218,innatedb
351,9712,HIPPIE|HINT-complex
4153,79811,intact
351,25871,bioplex
351,27343,HIPPIE|HINT-complex
351,25824,innatedb
1741,2904,APID|biogrid|litbm17|inweb|pina|HINT-complex
207,116496,PhosphoSP|inweb|KinomeNetX
83540,84062,pina|APID|biogrid|instruct
2066,23633,signalink
2571,57085,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
815,22926,KinomeNetX
351,7584,HIPPIE|HINT-complex
79917,160851,bioplex|HIPPIE
351,79969,HIPPIE|HINT-complex
1814,2035,pina
25,2571,pina|APID|intact|instruct
1463,3146,inweb
351,5108,intact
4729,6390,HINT-binary|HIPPIE|CoFrac
2099,3479,signalink
7327,9572,signalink
351,2817,HIPPIE
351,6222,HIPPIE|HINT-complex
351,10531,interactome3d|instruct|HIPPIE|HINT-binary|inweb
6531,6804,instruct|HIPPIE|inweb|pina|HINT-complex
7494,9696,bioplex
288,55715,bioplex|HIPPIE
5027,8573,instruct|APID|biogrid|HINT-binary|intact|pina
25,2066,instruct|APID|mint|intact|pina
815,8912,PhosphoSP
207,7415,PhosphoSP|HIPPIE|KinomeNetX|inweb|HINT-complex
55690,132141,bioplex
1621,4613,signalink
6616,55172,bioplex|HIPPIE
351,23149,innatedb
2569,4131,HIPPIE
207,5518,inweb|HIPPIE
351,8939,innatedb
351,6903,innatedb
351,29920,innatedb
1051,3576,innatedb|inweb
3084,79085,bioplex|HIPPIE
2898,63978,signalink
5910,7099,signalink
351,5782,innatedb|HIPPIE|HINT-complex
998,23345,instruct|APID|biogrid|HINT-binary|intact
3628,9572,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary
1644,1644,interactome3d|intact|insider|instruct
207,3858,innatedb|APID|biogrid|litbm17|inweb
6092,84152,APID|HIPPIE|HINT-binary|intact|pina
351,9196,innatedb
3479,23184,hiunion
4512,6869,bioplex
2596,84948,bioplex
3084,84522,hiunion
351,4010,HIPPIE|HINT-complex
9456,22941,hiunion
815,4846,inweb
2550,5999,pina|APID|biogrid|inweb
1102,5142,APID|intact|biogrid|instruct
23345,23650,qubic
207,6714,instruct|innatedb|APID|HIPPIE|intact|litbm17|inweb|HINT-complex
207,55294,mint|APID|intact
28966,55690,bioplex
207,10983,instruct|APID|biogrid|HINT-binary|intact|mint
351,148932,innatedb
8655,22941,pina
351,63941,HIPPIE
3630,9576,signalink
6570,157567,hiunion
3630,28755,interactome3d
3630,101060226,hiunion
207,1026,PhosphoSP|instruct|APID|HIPPIE|KinomeNetX|HINT-binary|intact|litbm17|inweb|HINT-complex
6671,729246,hiunion
207,57572,PhosphoSP
351,10573,innatedb
815,9612,PhosphoSP|KinomeNetX
207,285753,APID|biogrid
815,9495,PhosphoSP
1501,2066,signalink
421,2066,signalink
351,2934,inweb
3662,7099,innatedb
2913,8243,intact
808,2902,interactome3d
351,4193,APID|intact|litbm17
207,960,biogrid
7466,22953,bioplex
351,5071,inweb|HIPPIE|HINT-complex
207,7189,inweb|HIPPIE
4535,4702,interactome3d|inweb|bioplex|HIPPIE
207,660,KinomeNetX
2066,7316,inweb|HINT-complex
3084,51338,hiunion
2569,2569,HIPPIE
815,2624,signalink
351,26088,inweb
3576,5966,innatedb
2266,7099,APID|intact
207,23589,innatedb|PhosphoSP|inweb|KinomeNetX
351,5998,innatedb
207,7003,KinomeNetX
351,5481,innatedb|HIPPIE
207,4188,KinomeNetX
351,348825,innatedb
207,27250,innatedb|PhosphoSP|KinomeNetX
4729,7384,CoFrac
196,406,APID|biogrid|litbm17|inweb|pina
23345,23392,pina|APID|biogrid
2904,8907,pina|APID
2066,11122,mint|APID|intact|biogrid
1173,2904,pina|APID
3630,4297,inweb
6616,10815,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|pina
401,1621,signalink
207,51548,PhosphoSP
9572,9576,signalink
7054,23500,hiunion
7099,7099,interactome3d|instruct|innatedb|APID|HIPPIE|HINT-binary|intact
815,7431,PhosphoSP|KinomeNetX
351,79837,innatedb
351,9179,HINT-binary|interactome3d|instruct
197,7099,innatedb
3613,4878,bioplex
6616,7730,hiunion
288,445815,bioplex|HIPPIE
207,4137,HINT-binary|inweb|HIPPIE
5428,92667,bioplex
351,80347,innatedb
551,2342,bioplex
351,705,innatedb
10664,84152,encode
351,84632,innatedb
1499,7099,signalink
747,815,PhosphoSP
6869,10162,bioplex
6570,85025,hiunion
351,4804,instruct|HIPPIE|HINT-binary|litbm17|inweb
207,5094,KinomeNetX
815,2063,pina|APID|intact
8943,84062,bioplex|HIPPIE
841,23774,hiunion
3394,7099,innatedb
229,351,innatedb
156,157,bioplex|HIPPIE
80184,84062,bioplex|HIPPIE
351,128061,HIPPIE|HINT-complex
815,6722,PhosphoSP|HIPPIE|KinomeNetX
815,83741,intact|hiunion
6531,10399,pina|inweb
2902,2906,signalink
351,8870,innatedb|HIPPIE|HINT-complex
2571,3725,pina|APID|intact
351,22882,innatedb
2556,7991,bioplex
2556,5295,APID|intact|inweb|instruct
351,170959,bioplex
351,6167,HINT-complex
351,6752,inweb
5443,132158,intact|hiunion
7099,150709,signalink
2735,7494,pina|APID|biogrid|instruct
7466,84168,bioplex|HIPPIE
60385,84062,bioplex
4690,22941,pina|APID|intact|instruct
351,10933,innatedb
9901,84062,pina|APID|biogrid|instruct
1463,6900,inweb
7054,7532,interactome3d|APID|mint|intact|inweb|pina
351,1339,innatedb
351,57486,interactome3d|instruct
351,51265,innatedb|HIPPIE|HINT-complex
551,79133,bioplex
351,51105,innatedb
291,8266,pina
351,1677,innatedb
351,8666,innatedb
1139,6714,PhosphoSP|KinomeNetX
4153,29978,intact|hiunion
6616,84300,hiunion
3084,120071,bioplex|HIPPIE
207,3554,innatedb
6570,169026,hiunion
207,1019,biogrid
6869,84293,bioplex
351,23594,innatedb
4509,6869,bioplex
6570,51651,bioplex
896,84062,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
351,55959,bioplex
351,9856,intact
207,29948,instruct|APID|biogrid|HINT-binary|intact|mint
2066,3326,instruct|APID|HINT-binary|intact|litbm17|pina
207,23647,PhosphoSP|APID|biogrid|KinomeNetX|inweb|pina
207,23411,inweb
23774,220988,qubic
351,27242,litbm17|inweb
4725,4729,inweb
351,3670,innatedb
351,25953,innatedb|HIPPIE|HINT-complex
351,3337,innatedb
3068,7494,pina|APID|biogrid|instruct
324,23345,instruct|APID|biogrid|HINT-binary|intact
815,337879,intact|hiunion
1460,55690,APID|mint|intact|litbm17|inweb
3084,3984,APID|biogrid|litbm17|inweb|pina
351,6100,innatedb
1510,3630,HIPPIE
104,351,HIPPIE|HINT-complex
351,7374,innatedb
207,5245,PhosphoSP
2647,84062,instruct|APID|HIPPIE|HINT-binary|intact|inweb|bioplex|HINT-complex
351,26040,innatedb
2569,3091,signalink
815,130074,hiunion
207,4846,PhosphoSP|instruct|APID|signalink|HIPPIE|KinomeNetX|intact|litbm17|inweb|HINT-complex
84152,89857,instruct|hiunion|APID|biogrid|HINT-binary|intact
815,79400,PhosphoSP
4535,55967,interactome3d|inweb
815,3190,CoFrac
351,57678,HIPPIE|HINT-complex
6869,91137,bioplex
351,2961,innatedb|HIPPIE|HINT-complex
351,64799,innatedb|HIPPIE|HINT-complex
351,3312,innatedb|inweb|HIPPIE
207,3190,KinomeNetX
79036,84062,bioplex|HIPPIE
288,8971,intact
23345,112858,APID|intact|instruct
1956,5999,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17
6616,84258,inweb
815,54984,KinomeNetX
351,57820,innatedb
10611,64753,instruct|hiunion|APID|biogrid|HINT-binary
207,9744,innatedb|PhosphoSP|inweb|KinomeNetX
207,83692,KinomeNetX
288,201627,qubic
6095,55885,instruct|APID|biogrid|HINT-binary|intact|pina
7096,7099,innatedb|inweb
207,9479,innatedb|signalink|HINT-binary|inweb|HINT-complex
351,5092,pina|APID|intact|litbm17
367,2066,signalink
207,2887,innatedb|inweb|signalink|HIPPIE
6570,56475,hiunion
815,22999,pina|inweb
7099,11187,signalink
207,56950,KinomeNetX
7494,84105,pina|APID|biogrid|instruct
54550,84062,intact|hiunion
2004,6671,intact|hiunion
351,25981,innatedb|inweb
4644,84062,bioplex|HIPPIE
4153,6925,encode
207,94240,instruct|APID|biogrid|HINT-binary|intact|mint
351,865,pina|APID|intact
351,9709,innatedb
6671,54971,APID|intact|biogrid|hiunion
3576,7073,innatedb
3479,7681,hiunion
2220,4153,inweb
351,57696,innatedb|HIPPIE|HINT-complex
7054,9261,PhosphoSP|HIPPIE|KinomeNetX
207,3598,instruct|APID|biogrid|HINT-binary|intact|mint
207,5588,signalink|inweb
6570,7851,hiunion
3576,4318,HINT-binary|innatedb
128,351,innatedb
150,815,signalink
6095,10499,HIPPIE
406,6613,inweb
3308,7099,inweb
6095,6095,insider|HIPPIE|instruct
808,2596,APID|HIPPIE
3576,3659,innatedb
4904,22941,signalink
84062,378108,bioplex|HIPPIE
5009,5428,bioplex
207,25998,inweb
817,2904,HIPPIE
351,83853,innatedb
288,1407,qubic
351,339512,HIPPIE|HINT-complex
3479,6776,signalink
26088,84062,bioplex
3745,6616,inweb
7099,10695,innatedb
2066,10413,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|mint|litbm17|inweb|HINT-complex
207,23239,innatedb|HIPPIE|HINT-binary|inweb|HINT-complex
351,7259,innatedb|HIPPIE|HINT-complex
5978,22941,signalink
406,2033,inweb
7099,55156,signalink
351,79661,HIPPIE|HINT-complex
351,6231,HIPPIE|HINT-complex
351,25888,intact
4593,23345,APID|litbm17|biogrid|inweb
6570,10269,bioplex
815,3706,PhosphoSP|KinomeNetX
6752,22941,HINT-binary|instruct
207,7375,PhosphoSP
351,56970,innatedb
351,752,innatedb
1406,6671,inweb
6688,7099,innatedb
3479,3489,inweb
1621,8929,signalink
55763,84062,bioplex|HIPPIE
351,4869,innatedb
84628,729230,mint|intact
6850,7099,HINT-binary|innatedb|signalink|HIPPIE
478,56928,bioplex
3630,5925,inweb|signalink|HIPPIE
3084,10585,bioplex|HIPPIE
351,29079,inweb
381,6570,bioplex
351,6160,innatedb|HIPPIE|HINT-complex
6867,84062,bioplex|HIPPIE
207,2146,PhosphoSP|inweb|KinomeNetX
351,342527,innatedb
3479,54971,hiunion
288,55662,bioplex|HIPPIE|HINT-complex
815,3927,hiunion
367,9572,signalink
8355,23774,HIPPIE
6616,112476,instruct|APID|biogrid|HINT-binary|intact
207,3018,PhosphoSP|KinomeNetX
2066,10454,mint|APID|intact|biogrid
8863,8863,qubic
351,660,innatedb
351,2887,innatedb
207,4760,KinomeNetX
288,80262,bioplex|HIPPIE
6570,11270,hiunion
351,7767,intact
288,3169,encode
54785,84062,bioplex|HIPPIE
351,151649,innatedb|HIPPIE|HINT-complex
4729,6389,CoFrac
351,8807,HIPPIE|HINT-complex
351,10146,innatedb
23345,80254,pina|APID|biogrid|instruct
207,3667,PhosphoSP|signalink|HIPPIE|KinomeNetX|inweb
2904,2904,instruct
81562,153642,bioplex
9572,63978,signalink
433,3084,hiunion
4535,7263,inweb
351,203328,HIPPIE|HINT-complex
351,353274,bioplex
207,9911,biogrid|hiunion
1812,11255,pina|APID|biogrid|inweb
351,10514,innatedb|HIPPIE|HINT-complex
351,2647,innatedb
351,79058,innatedb
351,92170,innatedb|HIPPIE|HINT-complex
3576,5970,innatedb|HIPPIE|HINT-binary|inweb|HINT-complex
406,1460,APID|biogrid|inweb
84062,205860,bioplex
5428,388951,bioplex
351,92344,innatedb
207,3326,innatedb|inweb
7054,7534,APID|HIPPIE|intact|mint|litbm17|inweb
57639,84062,instruct|hiunion|APID|biogrid|HINT-binary
207,1901,PhosphoSP|KinomeNetX
351,3915,HIPPIE|HINT-complex
5443,80311,bioplex
351,7274,innatedb
6671,10445,intact|hiunion
4535,4540,CoFrac
207,2033,PhosphoSP|signalink|HIPPIE|KinomeNetX|inweb|HINT-complex
351,9040,inweb|HIPPIE
207,6256,KinomeNetX
351,379,innatedb|HIPPIE|HINT-complex
351,5756,innatedb
406,3091,instruct|hiunion|innatedb|APID|biogrid|HINT-binary|intact|litbm17|inweb|pina
6570,84947,bioplex
4153,5806,innatedb
9590,10611,qubic
207,669,instruct|APID|biogrid|intact|pina
291,57587,qubic
1499,9572,signalink
207,7262,KinomeNetX
7099,7157,innatedb
2066,2885,APID|HIPPIE|intact|litbm17|inweb|HINT-complex
207,84335,PhosphoSP|innatedb|signalink|HIPPIE|KinomeNetX|HINT-binary|inweb
291,3671,bioplex|HIPPIE
4535,4541,interactome3d
351,80781,instruct|HIPPIE|HINT-binary|inweb|bioplex
10611,23512,innatedb
351,23062,inweb
10611,64792,qubic
26985,84062,bioplex|HIPPIE
351,23363,bioplex
351,375790,HIPPIE
351,79140,HIPPIE|HINT-complex
7099,63923,APID|intact
351,138199,innatedb|HIPPIE|HINT-complex
9572,9611,interactome3d|instruct|APID|biogrid|HIPPIE|HINT-binary|intact|inweb
351,166336,HIPPIE|HINT-complex
351,56829,HIPPIE|HINT-complex
4118,7099,innatedb
2569,51447,inweb
551,60491,bioplex
1848,2066,mint|APID|intact|biogrid
1634,7099,innatedb
84062,119392,instruct|APID|biogrid|intact|pina
23774,51111,inweb
351,282991,innatedb
351,4763,APID|intact|litbm17|inweb
207,5290,PhosphoSP|instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|HINT-complex
23774,57562,instruct|APID|biogrid|HINT-binary|intact|pina
351,28512,innatedb
3576,7130,APID|intact|litbm17|inweb
6570,64149,bioplex
2113,2902,signalink
351,5725,innatedb
7329,7494,APID|litbm17|biogrid|inweb
815,817,hiunion|HIPPIE|HINT-binary|inweb|bioplex
351,10635,innatedb|HIPPIE|HINT-complex
1814,54102,pina|APID|litbm17|biogrid
351,5653,HINT-binary|interactome3d|inweb|instruct
3576,8841,innatedb
3084,3115,bioplex|HIPPIE
1499,3576,innatedb
23245,54850,inweb
207,57630,innatedb|PhosphoSP|inweb|KinomeNetX
351,811,instruct|APID|HIPPIE|HINT-binary|intact|litbm17|inweb|HINT-complex
6869,57665,bioplex
1201,9415,innatedb
157,406889,signalink
5563,6671,intact
2556,25789,bioplex
4729,7082,CoFrac
288,5111,qubic
351,84969,innatedb
551,9331,bioplex
207,1385,signalink|inweb
2066,6645,APID|biogrid|mint|intact|inweb|pina
156,1129,PhosphoSP|KinomeNetX
88,2902,HINT-binary|inweb|instruct
2066,23294,instruct|APID|mint|intact|pina
7260,84062,bioplex|HIPPIE
2033,5428,encode
4535,10135,APID|biogrid|intact|mint|litbm17|inweb|pina
815,51350,intact|hiunion
207,5927,PhosphoSP
207,63826,instruct|APID|biogrid|HINT-binary|intact|mint
3125,5443,pina|APID|biogrid|inweb
351,8490,innatedb
406,51582,hiunion
5987,84062,instruct|hiunion|APID|biogrid|HINT-binary|intact
351,285267,intact
3009,23345,intact
351,284312,innatedb
351,7570,innatedb|HIPPIE|HINT-complex
351,23213,bioplex|HIPPIE|HINT-complex
815,6262,PhosphoSP|KinomeNetX
1129,340348,mint|intact
288,4665,hiunion
351,23623,innatedb
3613,51146,bioplex|HIPPIE
3576,3725,innatedb|inweb
351,10298,innatedb
351,7035,HIPPIE|HINT-complex
207,25999,innatedb|inweb
3798,84062,bioplex|HIPPIE
7099,107075116,innatedb
2066,2069,inweb
2556,2558,bioplex
2902,7074,inweb
815,23543,hiunion
815,9647,HIPPIE
351,146225,HIPPIE|HINT-complex
3479,3486,instruct|HIPPIE|HINT-binary|inweb|HINT-complex
6095,7316,inweb
157,3009,intact
207,5591,PhosphoSP|KinomeNetX|HINT-binary|inweb|HINT-complex
2066,11187,signalink
7466,200232,intact|hiunion
815,4087,PhosphoSP|APID|HIPPIE|KinomeNetX|intact
207,8048,KinomeNetX
288,11025,bioplex
6925,9572,encode
3613,9709,instruct|APID|HIPPIE|HINT-binary|intact|pina
5335,84062,innatedb|APID|intact|instruct
351,10211,APID|intact|litbm17|inweb|pina
6095,64324,APID|biogrid
351,23569,innatedb
3630,5910,signalink
815,3297,PhosphoSP|KinomeNetX
2596,153562,bioplex
4729,4853,CoFrac
3551,3576,innatedb
892,4729,intact|hiunion
351,83707,innatedb
478,6310,instruct|APID|biogrid|HIPPIE|intact
157,6915,PhosphoSP|KinomeNetX
1739,2066,APID|HIPPIE|intact|mint|litbm17|inweb
351,160492,innatedb
9415,125115,hiunion
351,9857,intact
2195,4535,APID|biogrid
9415,342371,pina|APID|biogrid|instruct
7494,9325,pina|APID|biogrid|instruct
2113,9572,signalink
2065,5999,inweb|HIPPIE
2353,3576,encode|innatedb
351,3600,innatedb
351,3725,pina|APID|intact|litbm17
207,5499,PhosphoSP|HIPPIE|KinomeNetX|HINT-binary|inweb|HINT-complex
351,8823,innatedb
7494,8850,inweb
6616,415117,hiunion
1812,2316,pina|APID
1869,3479,APID|biogrid|inweb
2066,5296,signalink
7099,79637,signalink
2903,10664,encode
207,126353,KinomeNetX
207,4515,pina|inweb|HIPPIE|HINT-complex
207,80306,KinomeNetX
351,9499,HIPPIE|HINT-complex
8353,23774,HIPPIE
351,414918,innatedb
351,200765,innatedb|HIPPIE|HINT-complex
1621,6908,signalink
6426,7494,pina|APID|biogrid|instruct
351,83931,innatedb
323,351,APID|intact|litbm17|inweb|bioplex|HINT-complex
6095,9572,signalink
351,203068,innatedb|inweb|HIPPIE
207,120892,PhosphoSP|inweb|KinomeNetX
351,114885,innatedb|HIPPIE|HINT-complex
207,4436,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|mint
23499,84062,instruct|APID|biogrid|HIPPIE|intact|pina
815,3688,PhosphoSP|KinomeNetX
2596,51573,bioplex
207,55746,KinomeNetX
4238,81562,bioplex
4535,6128,instruct|APID|biogrid|intact|pina
351,147949,intact
815,5331,PhosphoSP|KinomeNetX
2066,66036,mint|APID|intact|biogrid
23163,55690,inweb
207,3170,PhosphoSP|KinomeNetX
1874,2596,signalink
4535,4694,interactome3d
478,841,instruct|APID|biogrid|HINT-binary|intact|mint
157,2624,signalink
351,55346,innatedb
6256,9572,encode
351,55054,innatedb
4729,51280,intact|hiunion
351,6620,inweb|HINT-complex
22941,58512,APID|biogrid|inweb
6570,157378,hiunion
7466,84447,inweb
351,5864,APID|biogrid|instruct
406,2034,instruct|hiunion|APID|biogrid|HINT-binary|intact|litbm17|inweb|pina
351,51056,innatedb
351,10929,HIPPIE|HINT-complex
3084,79937,bioplex|HIPPIE
207,1196,PhosphoSP|inweb|KinomeNetX
8328,10611,instruct|APID|biogrid|intact|pina
7494,58487,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|inweb|pina
5428,54059,bioplex
207,5162,instruct|APID|biogrid|HINT-binary|intact|mint
351,5015,innatedb|HIPPIE|HINT-complex
2904,3603,pina|APID
5443,55093,intact|hiunion
22954,84062,instruct|APID|biogrid|HIPPIE|litbm17|inweb|pina|bioplex|HINT-complex
5443,727857,intact|hiunion
815,254950,intact|hiunion
10611,92399,qubic
351,84294,HIPPIE|HINT-complex
3630,3836,signalink
6570,170575,hiunion
7336,9572,signalink
207,2931,PhosphoSP|signalink|HIPPIE|KinomeNetX|HINT-binary|inweb
6570,55831,bioplex
5428,283459,bioplex
207,2309,PhosphoSP|instruct|APID|signalink|HIPPIE|KinomeNetX|HINT-binary|intact|litbm17|inweb|HINT-complex
291,6189,CoFrac
351,9801,innatedb
351,1964,innatedb
7099,9572,signalink
815,9229,PhosphoSP
10611,84901,bioplex
6869,9144,bioplex
351,23168,innatedb|HIPPIE|HINT-complex
351,11154,inweb
6095,10987,instruct|innatedb|APID|biogrid|pina
815,337966,intact|hiunion
351,146691,innatedb
1956,6616,pina|APID|intact
3479,84080,hiunion
157,406886,signalink
2099,7494,inweb
4535,4714,CoFrac
6671,222255,instruct|hiunion|APID|biogrid|HINT-binary|intact
55930,84062,bioplex|HIPPIE
351,2192,APID|biogrid|HIPPIE|litbm17|inweb|pina
815,815,interactome3d|PhosphoSP|HINT-binary|intact|insider|litbm17
351,84570,inweb|HIPPIE|HINT-complex
7466,56413,mint|intact
207,51230,PhosphoSP|KinomeNetX
351,122786,bioplex
4535,4698,CoFrac
6095,6714,innatedb
2532,3576,instruct|innatedb|HIPPIE|HINT-binary|HINT-complex
815,11127,PhosphoSP
2571,3881,biogrid|hiunion
351,130535,innatedb|HIPPIE|HINT-complex
207,1027,PhosphoSP|instruct|innatedb|APID|HIPPIE|KinomeNetX|HINT-binary|intact|litbm17|inweb|HINT-complex
351,9787,HIPPIE|HINT-complex
4535,11326,bioplex|HIPPIE
351,8161,innatedb
351,84317,innatedb
351,3782,innatedb|HIPPIE|HINT-complex
351,10053,instruct|APID|biogrid|HINT-binary|intact
207,862,KinomeNetX
351,27301,innatedb
815,2113,PhosphoSP|KinomeNetX
351,1601,inweb
931,6570,hiunion
551,11101,bioplex
2569,8887,inweb
3728,7099,signalink
23731,81562,bioplex
2,351,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17
2903,9179,pina|APID
351,147929,intact
406,7341,inweb
5587,7099,PhosphoSP|KinomeNetX
351,2004,innatedb
207,369,biogrid
6570,144404,hiunion
815,94274,PhosphoSP|KinomeNetX
351,2769,inweb
207,3178,PhosphoSP|KinomeNetX
351,6223,innatedb|HIPPIE|HINT-complex
207,25830,instruct|APID|biogrid|HINT-binary|intact|mint
4153,10747,inweb
207,84433,inweb
8351,23774,HIPPIE
2054,6616,inweb|HIPPIE
5443,79839,intact|hiunion
207,408,inweb|HINT-complex
995,2066,mint|APID|intact|biogrid
3312,10611,HIPPIE
351,374403,innatedb
6531,7316,inweb|HINT-complex
406,56938,bioplex
815,5705,inweb
3315,3630,inweb
9472,84062,instruct|APID|biogrid|HIPPIE|intact|pina
207,1499,PhosphoSP|innatedb|signalink|HIPPIE|KinomeNetX|HINT-binary|inweb
6045,10611,innatedb
351,51491,HIPPIE|HINT-complex
4535,4723,inweb|CoFrac
1621,4205,signalink
406,6256,pina
207,1028,PhosphoSP|inweb
7335,7494,intact|hiunion
2066,63904,mint|APID|intact|biogrid
351,127428,HIPPIE|HINT-complex
351,5732,pina|inweb
207,5728,HIPPIE|signalink|biogrid
2355,9572,encode
351,63915,innatedb
9415,54908,intact
815,8678,PhosphoSP
9572,27338,signalink
815,26747,bioplex|HIPPIE
351,4356,innatedb
9572,55156,signalink
207,7157,biogrid
55605,160851,qubic
3479,6777,signalink
351,161291,bioplex
820,5027,innatedb
351,23544,intact
337,9572,APID|intact|litbm17|inweb
4729,7879,qubic
